Company,Location ,Title,Name ,Focus,Experience,,,,,,,,,,,,
,Beijing,Senior Associate,Xing Gao,,"Joined in 14, Ex Rothchild, BAML",,,,,,,,,,,,
,Beijing,Senior Associate,Ning Xue,,Joined in 13,,,,,,,,,,,,
,Beijing,Associate,Da Wei,,"Joined in 16, Ex Linkedin, UBSS",,,,,,,,,,,,
,Beijing,Vice President ,Leo Yang,TMT/Consumer,"Joined in 16, Ex Bain, left for ByteDance",,,,,,,,,,,,
,Beijing,Vice President,Karl Zhang,TMT/Consumer,"Joined in 17, Ex McKinsey",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Beijing,Vice President,Bruce Zhang,,"Joined in 21, ex Baidu",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CMC Capital ,Beijing,Founder,Ruigang Li ,,,,,,,,,,,,,,
,Beijing,Partner,Alex Chen,Ex MS PE,"Tech focus, spending most of his time in SHA",,,,,,,,,,,,
,Shanghai ,Partner,Peter Li ,Ex Media Group ,Retired,,,,,,,,,,,,
,Shanghai ,Partner,Wei Choy Lee,Ex Pavillion ,Fund raising ,,,,,,,,,,,,
,Beijing,Managing Director,Ran Yi ,Ex Baidu,"Internet, ",,,,,,,,,,,,
,Shanghai,Managing Director,Dennis Mao,,,,,,,,,,,,,,
,Shanghai,Director,Alex Gu,"Joined in 18, Ex KKR","FS, new energy; not as senior, look at a bit of everything",,,,,,,,,,,,
,Shanghai ,Director,Leo Xia,Ex Bain Capital,Consumer focus,,,,,,,,,,,,
,Shanghai ,Director,Kyle Deng ,Ex Bx,SaaS,,,,,,,,,,,,
,Beijing,Vice President ,James Wang ,"Promoted to VP in 2020, Ex MS   ",,,,,,,,,,,,,
,Beijing,Vice President,Zijian Wang,EX JPM ,,,,,,,,,,,,,
,Shanghai ,Vice President,Lydia Liu ,"Joined in 16, Ex MS",,,,,,,,,,,,,
,Beijing,Vice President ,Yinghua Luo,"Promoted to VP in 2021, Fresh grad from Peking U",,,,,,,,,,,,,
,Shanghai ,Vice President,Yiqun Hua,"Ex Ocean Link, ex CMC",,,,,,,,,,,,,
,Beijing,Senior Associate,Junzhang Huo,"Focuses on SaaS, Ex MS",,,,,,,,,,,,,
,Beijing,Senior Associate ,Luyao Liu,Ex MS,,,,,,,,,,,,,
,Beijing,Senior Associate,Jing Wang,,,,,,,,,,,,,,
,Shanghai ,Senior Associate,Xirui Liu,Ex DB,,,,,,,,,,,,,
,Beijing,Senior Associate ,Nirui Wang,,,,,,,,,,,,,,
,Beijing,Associate,Cimy Cong,"Joined in 19, fresh grad from PKU",,,,,,,,,,,,,
,Shanghai,Associate,Leo Zheng,,,,,,,,,,,,,,
,Shanghai,Associate,Ben Zhu,,,,,,,,,,,,,,
,,Associate,Harvey Guan,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Coatue Management,Hong Kong,Partner,Kai Jiang,Disruptive,ex- Hina group,,,,,,,,,,,,
,Hong Kong,Vice President,Donald Zheng,,,,,,,,,,,,,,
,Hong Kong,Vice President,Allen Yu,,"Joined in 18, Ex GSPIA",,,,,,,,,,,,
,Hong Kong,Vice President,Bofei Han,,"Joined in 19, Ex Tencent",,,,,,,,,,,,
,Hong Kong,HF Investor,Coco Cong,,,,,,,,,,,,,,
,Hong Kong,Vice President,Jack Huang,"TMT growth, Xborder",joined in May 2016. ex blackrock,,,,,,,,,,,,
,Hong Kong,Vice President,Lea Zhang,Healthcare,"2nd yr VP, support MD in Shanghai, covers C&R, Manufacturing, TMT, healthcare, ex CITIC Capital, ex management consultant",,,,,,,,,,,,
,Hong Kong,Vice President,Yilei Huang,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CPPIB,Hong Kong,Managing Director,Frank Su,PE team,,,,,,,,,,,,,
,Hong Kong,Principal,Brian Lam,PE team,Joined JPM FoF,,,,,,,,,,,,
,Hong Kong,Managing Director,Yang Fan,PE team,,,,,,,,,,,,,
,Hong Kong,Managing Director,Rachel Zhao,PE team,,,,,,,,,,,,,
,Hong Kong,Managing Director,Jason Hu,PE team,,,,,,,,,,,,,
,Hong Kong,Managing Director,JY Lee,Japan/Korea/Australia,,,,,,,,,,,,,
,Hong Kong,Managing Director,Prakul Kaushiva,India,,,,,,,,,,,,,
,Hong Kong,Principal,Karan Saraf,India,,,,,,,,,,,,,
,Hong Kong,Principal,SC Lee,Japan/Korea/Australia,,,,,,,,,,,,,
,Hong Kong,Principal,Sissi Huang,PE team,Ex JPM AM Infra team,,,,,,,,,,,,
,Hong Kong,Principal,Chen Ni,PE team,Ex MS,,,,,,,,,,,,
,Hong Kong,Senior Associate,Rahahika,India,,,,,,,,,,,,,
,Hong Kong,Senior Associate,Rohit Agarwal,India,,,,,,,,,,,,,
,Hong Kong,Senior Associate,Alex Cao,PE team,,,,,,,,,,,,,
,Hong Kong,Senior Associate,Emily Wang,PE team,"Ex MS IBD, joined in 2018",,,,,,,,,,,,
,Hong Kong,Senior Associate,Audrey Zhou,PE team,"Ex JPM IBD, joined in 2016",,,,,,,,,,,,
,Hong Kong,Senior Associate,Selina Wang,PE team,"Promoted in 2018, transferred to HK from Toronto, joined HOPU-ARM",,,,,,,,,,,,
,Hong Kong,Senior Associate,Zach Zheng,PE team,Tranferred from Montreal office,,,,,,,,,,,,
,Hong Kong,Associate,Peter Zhang,PE team,Moved to Snow Lake,,,,,,,,,,,,
,Hong Kong,Analyst,Yolanda Zheng,PE team,,,,,,,,,,,,,
,Hong Kong,Analyst,Alex Liu,PE team,,,,,,,,,,,,,
,Hong Kong,Analyst,Jacob He,PE team,,,,,,,,,,,,,
,Hong Kong,Analyst,Angela Cai,PE team,"Joined in 2019, joined softbank",,,,,,,,,,,,
,Hong Kong,Analyst,Jerry Yan,PE team,"Joined in 2020, Tsinghua Grad, joined PAG",,,,,,,,,,,,
,Hong Kong,Analyst,Vivi Zhang,FoF,"Joined in 2020, PKU grad",,,,,,,,,,,,
,Hong Kong,Analyst,Mingyi Chen,PE team,,,,,,,,,,,,,
,Hong Kong,Analyst,Daisy Liu,PE team,,,,,,,,,,,,,
,Hong Kong,Analyst,Amanda Gu,PE team,,,,,,,,,,,,,
,Hong Kong,Analyst,Jiwei Cheng,,"Joined in 2021, UChicago grad",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CVC Asia Pacific,Hong Kong,"Partner, Head of GC and Region",Hans Wang,Regional ,Ex McKinsey,,,,,,,,,,,,
,Hong Kong,Partner,Brian Hong,SEA,"FIG, Korean",,,,,,,,,,,,
,Hong Kong,Investment Executive,Cason Chan,SEA,,,,,,,,,,,,,
,Shanghai,Director,Difei Cheng,,"Joined in 11. ex General Electric,  Macquarie Capital Advisors and UBS AG",,,,,,,,,,,,
,Hong Kong,Partner,Eugene Suh,Korea,,,,,,,,,,,,,
,Shanghai,Senior Managing Director,Kevin Xu,China,Joined from Prax,,,,,,,,,,,,
,Shanghai,Director,Hao Yin,China,,,,,,,,,,,,,
,Shanghai,Investment Director,Mark Xu,China,Ex UBS,,,,,,,,,,,,
,Shanghai,Analyst,Ciel Chen,China,,,,,,,,,,,,,
,Shanghai,Director,Philip Wang,China,,,,,,,,,,,,,
,Hong Kong,Investment Director,Sabrina Xu,Regional ,Join 15. Ex Citi,,,,,,,,,,,,
,Hong Kong,Managing Director,Scott Chen,China,,,,,,,,,,,,,
,Singapore,Managing Director,Xuan Wang,China,Joined in 12. Ex UBS,,,,,,,,,,,,
,Hong Kong,Managing Director,Yann Jiang,Regional ,,,,,,,,,,,,,
,Hong Kong,Analyst,Ziwei Zhao,Regional ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Capital Today,Beijing,,Kathy Xu,Managing Partner,,East contact,,,,,,,,,,,
,Shanghai,,Min Fang,Partner,"TM called, not interested to move. Happy where he is, ex Baring, ex BCG",General Line only,,,,,,,,,,,
,Shanghai,,Li Qi,Partner,"Joined in 07, ex KPMG Assistant Manager",,,,,,,,,,,,
,,,Shen Li,Partner,Joined MAOYAN,,,,,,,,,,,,
,Beijing,,Jasper Jiang,Partner,"Ex P&G, 96-08",WeChat is available throgh Linkedin,,,,,,,,,,,
,Beijing,,Baoma Wen,Partner,"Ex Actis, ex Intel",East contact,,,,,,,,,,,
,Shanghai,,Adye Zhu,Partner,Anita called in 09/15. not inerested/ not a VC guy,ME cold emailed,,,,,,,,,,,
,Shanghai,,Jun Ma,Principal,,,,,,,,,,,,,
,Shanghai,Consumer/TMT,Fay Lidan Dai,Partner,"Joined in 2015, moved to HK in 2018. Ex Baidu Product Manager. ",,,,,,,,,,,,
,Shanghai,Consumer,Lussy Jiang,Principal,Ex 51 Sales,,,,,,,,,,,,
,Beijing,Consumer/TMT,Xiaoang Ma,Principal,"Joined in 2015. Ex BDA, ex KPMG",,,,,,,,,,,,
,Shanghai,,Allan Zong,Principal,"Joined in 13, ex P&G Marketing Director",,Joined Alibaba as Investment Director in 18,,,,,,,,,,
,,TMT,Justin Li,Vice President,"Ex Apple, ex Samsung, good VC connection",,,not good,,,,,,,,,
,Hong Kong,Secondary focus,Michael Ding,Vice President,Research background,,,,,,,,,,,,
,Shanghai,,Mindy Zhou,Associate Manager,Joined in 13. Too junior,less than 3 years exp. MBA from HBS,SH linkedin,,,,,,,,,,
,Shanghai,Consumer,Binbin Jin,Senior Associate,joined in 17 ex Delottie,,,Went to Mano coffee,,,,,,,,,
,Hong Kong,,Claire Yuhong Zhou,Senior Associate,"Joined in 17, ex Co-stone 14-15, ex P&G",,,,,,,,,,,,
,Shanghai,,Tony Tong Ye,Senior Associate,"Joined in 14, ex Nokia and Motorola Program Manager",,Left in 2016,,,,,,,,,,
,Hong Kong,,Wenrong Ji,Senior Associate,Joined in 14. ex Bain & Co 10-13,Joined Compostie Capital in 19,,,,,,,,,,,
,Beijing,,Zichao Yan,Senior Associate,"Joined in 18, not good in paper work. Master from Peking University. Has not closed a deal yet",,,,,,,,,,,,
,Shanghai,,Ying Luo,Associate,"Joined in 07, ex Dell Account Manager","started work from 05, works capital from 07.  left in 13",SH linkedin,,,,,,,,,,
,Hong Kong,Consumer research,Xiaodan Xu ,Associate,"Joined in 2009. Not a deal person, research and calling",,,,,,,,,,,,
,Shanghai,,Esther Luo,Analyst,Joined in 19,,,,,,,,,,,,
,Shanghai,HF,Qiqi Zhu,Analyst,Joined in 19,research background,,,,,,,,,,,
,Shanghai,,Wenjun Cao,Analyst,Joined in 20. HKUST Master (2020) + The U of Sydney B School Bachelor (2018),,,,,,,,,,,,
,Shanghai,,"Wenxuan Liu
",associate,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
DCP,Beijing,Chairman,David Liu,,Ex KKR,,,,,,,,,,,,
,Hong Kong,Managing Director,Julian Wolhardt,,Ex KKR,,,,,,,,,,,,
,Beijing,Managing Director,Wayne Wang,,"Ex KKR, Orchid Asia, McKinsey",,,,,,,,,,,,
,New York,Managing Director,Hwan-yoon Chung ,,"Ex MSPE, Blackstone",,,,,,,,,,,,
,Beijing,Managing Director,Howard Zhang,,Ex EQT,,,,,,,,,,,,
,Beijing,Managing Director,Jason Ju,,"Ex CITIC Capital, Lazard",,,,,,,,,,,,
,Beijing,Director,Leo Geng,,"Ex CDIB, EJ McKay, PwC",,,,,,,,,,,,
,Beijing,Director,Wenzhe Zhao,,"Ex KKR, GS",,,,,,,,,,,,
,Beijing,Director,Martin Shen,,Ex CITIC Capital,,,,,,,,,,,,
,Beijing,Director,Hazel Cui,,"Ex TPG, GS",,,,,,,,,,,,
,Beijing,Director,Guannan Wang,,"Ex MBK, Hony",,,,,,,,,,,,
,Beijing,Vice President,Eunice Mo,,,,,,,,,,,,,,
,Beijing,Vice President,Chen Li,,,,,,,,,,,,,,
,Beijing,Vice President,Tony Tong,,Ex DB,,,,,,,,,,,,
,Beijing,Associate,Jenny Zhang,,,,,,,,,,,,,,
,Beijing,Associate,Stanley Guo,,Ex UBS,13811096933,,,,,,,,,,,
,Beijing,Associate,Yixian Xu,,,13816867979,,,,,,,,,,,
,Beijing,Associate,Yifan Feng,,,,,,,,,,,,,,
,Beijing,Associate,Hao Zhang,,Ex GSGH,53403289,,,,,,,,,,,
,Beijing,Associate,Tian Qin,,Ex CS,,,,,,,,,,,,
,Beijing,Associate,Zongze Gen,,Fresh grad joined in 18,,,,,,,,,,,,
,Beijing,Associate,Jackie Yu,,,,,,,,,,,,,,
,Beijing,Associate,Tyler He,,Ex SilverLake,,,,,,,,,,,,
,Beijing,Associate,Michelle Mei,,,,,,,,,,,,,,
,Beijing,Analyst,Ivan Zeng,,,,,,,,,,,,,,
,Beijing,Analyst,Irene Zhang,,,,,,,,,,,,,,
,Beijing,Analyst,Jimmy Hong,,,,,,,,,,,,,,
,Beijing,Analyst,Gillian Yang,,,,,,,,,,,,,,
,Beijing,Analyst,Mengjiao,,Ex JD Digits,,,,,,,,,,,,
,Beijing,Analyst,Yeesha,,,,,,,,,,,,,,
,Beijing,Analyst,Wenmin,,,,,,,,,,,,,,
,Beijing,Analyst,Kenneth Zhu,,,18701827282,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
EQT Partners,Shanghai,Partner,Jerry He,,,,,,,,,,,,,,
,Shanghai,Managing Director,Forrest Wang,,Ex Mercer,,,,,,,,,,,,
,Hong Kong,Managing Director,Gerran Ho,,Ex CS,,,,,,,,,,,,
,Shanghai,Managing Director,Julia Zhu,,,,,,,,,,,,,,
,Hong Kong,Partner,Martin Mok,,"Ex Deloitte, advisory and auditing",1.86E+10,,,,,,,,,,,
,Shanghai,Director 6 or 7,Howard Zhang,,Joined in Dec 2017.  ,,,,,,,,,,,,
,Hong Kong,Director ,Eugene Lee,,"Joined in Jan 19, Ex LEK",,,,,,,,,,,,
,Hong Kong,Director,William Liang,,"Joined in 19, Ex HONY",,,,,,,,,,,,
,Hong Kong,Director,Angel Kong,,Not involve on deals,1.86E+10,,,,,,,,,,,
,Hong Kong,Vice President,Brian Tong,,"Joined in Dec 2010. Ex Founder China, ex DB, ex IFC",98846326 number is wrong,,,,,,,,,,,
,Shanghai,Vice President,Mason Luo ,,,,,,,,,,,,,,
,Hong Kong,Vice President,Tian Tan,,,,,,,,,,,,,,
,Hong Kong,Vice President,Chloe Chen,,Joined in 20,,,,,,,,,,,,
,Shanghai,Vice President,Paul Xia,,Ex GS,,,,,,,,,,,,
,Shanghai,Associate,Chuen Yan Leung,,"Joined in Sep 16, Ex Citi",,,,,,,,,,,,
,Hong Kong,Associate,David Lam,,Ex UBS,,,,,,,,,,,,
,Shanghai,Associate,Linqi Xue,,"Ex Macquarie, Credit Suisse",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
EverYi Capital,Shanghai,Partner,Jason Tsai,,,,,,,,,,,,,,
,Shanghai,Partner,Leo Fang,,,,,,,,,,,,,,
,Shanghai,Partner,Shuixian Lin,IR,,,,,,,,,,,,,
,Shanghai,Partner,Xiangmei Shen,Operations,,,,,,,,,,,,,
,Shanghai,Vice President,Jiaqi Li,,,,,,,,,,,,,,
,Taipei,Vice President,Dano Deng,,,,,,,,,,,,,,
,Shanghai,Vice President,Chen-Hao Hsiao,,,,,,,,,,,,,,
,Shanghai,Associate,Ying Hu?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
FountainVest,Hong Kong,Managing Partner & CEO,Frank Tang,Fund,,,,,,,,,,,,,
,Hong Kong,Managing Director,Chenning Zhao,,"Ex Temasek, ex JPM",,,,,,,,,,,,
,Shanghai,Managing Director,Terry Hu,Healthcare,"Founded Twinpeaks, Ex Temasek, ex CS",,,,,,,,,,,,
,Shanghai,Partner,George Chuang,Fund,"Ex Temasek, ex GS",,,,,,,,,,,,
,Hong Kong,Partner,Alex Zhang,In charge of Industrial and Consumer,Ex JPM,,,,,,,,,,,,
,Shanghai,Partner,Danald Mingfang Lv,Healthcare,Ex Shanghai Pharmaceuticals Holding Co. Doing Ops,,,,,,,,,,,,
,Hong Kong,Managing Director,Andrew Huang,Head of Cross Border,Joined in Mar 2017.  Ex GS,,,,,,,,,,,,
,Hong Kong,Managing Director,Eric Chen,Hed of Bus & Financial Services,"Joined Twinpeaks, Ex LB",,,,,,,,,,,,
,Shanghai,Managing Director,Leon Xu,CMT Head,Ex PwC,,,,,,,,,,,,
,Beijing,Executive Director,Tim Xia,TMT Growth,"Joined Twinpeaks, Ex CICC",,,,,,,,,,,,
,Shanghai,Managing Director,Kam Tse,Head of Industrial,,,,,,,,,,,,,
,Beijing,Vice President,Hao Zhang,Industrial,,,,,,,,,,,,,
,Hong Kong ,Director,Leon He,Business services,,,,,,,,,,,,,
,Beijing,Vice President,Richard Fang,Business services,,,,,,,,,,,,,
,Beijing,Vice President,Hao Zhang,Industrial,,,,,,,,,,,,,
,Shanghai,Director,Troy Tang,Media,Ex PwC,,,,,,,,,,,,
,Shanghai,Vice President,Fisher Yu,Industrial,Ex UBSS,,,,,,,,,,,,
,Shanghai,Vice President,Yao Sun,Consumer & TMT,Ex Sequoia,,,,,,,,,,,,
,Hong Kong,Vice President,Winnie Cai,Consumer & TMT,,,,,,,,,,,,,
,Shanghai,Vice President,Yu Zhang,Consumer & TMT,"Joined in Oct 17, focus on Consumer, Ex MS",,,,,,,,,,,,
,Shanghai,Senior Associate,Jackie Han,Consumer & TMT,,,,,,,,,,,,,
,Beijing ,Associate,May Wang,Consumer & TMT,"Joined in Nov 18, Ex MS",,,,,,,,,,,,
,Beijing,Associate,Crystal Sun,Consumer & TMT,,,,,,,,,,,,,
,Shanghai,Associate,Jason Liu,Consumer & TMT,Ex Tencent Music,,,,,,,,,,,,
,Shanghai,Analyst,Elton Du,Consumer & TMT,"Joined in 21, Ex DB",,,,,,,,,,,,
,Shanghai,Analyst,Sihan Zhao,Consumer & TMT,Left for Blue Pool in SHA,,,,,,,,,,,,
,Shanghai,Analyst,Changjia Liu,Consumer & TMT,"Joined in 21, ex CICC, Tencent Music",,,,,,,,,,,,
,Shanghai,Partner,Jason Li,Healthcare,Ex Temasek,,,,,,,,,,,,
,Shanghai,Vice President,Yu Gao,Healthcare,"Ex BAML, joined in July 2016",,,,,,,,,,,,
,Shanghai,Director,Ping Huang,Healthcare,,,,,,,,,,,,,
,Shanghai,Director,Mingchen Liu,Healthcare,,,,,,,,,,,,,
,Shanghai,Associate,Ruoling Sun,Healthcare,Ex GSGH,,,,,,,,,,,,
,Shanghai,Vice President,Simon Liao,Healthcare,"Joined in Aug 2015, ex BX, advisory.",,,,,,,,,,,,
,Shanghai,Associate,Valerie Yu,Healthcare,,,,,,,,,,,,,
,Shanghai,Analyst,Nan Zhao,Healthcare,,,,,,,,,,,,,
,Shanghai,Analyst,James Chen,Healthcare,,,,,,,,,,,,,
,Hong Kong,Associate,Paxton Zhou,Industrial,,,,,,,,,,,,,
,Beijing,Vice President,Chris Lu ,Industrial,Ex GSGH,,,,,,,,,,,,
,Beijing,Associate,Vicky Li,Business services,"Joined in 2018, ex JPM",,,,,,,,,,,,
,Shanghai,Associate,Eric Qian,Business services,"Joined, ex BAML",,,,,,,,,,,,
,Shanghai,Associate,Thomas Jin ,Industrial,,,,,,,,,,,,,
,Shanghai,Analyst,Karen Zhou,Industrial,,,,,,,,,,,,,
,Shanghai,Managing Director,Victor Zhang,RMB fund,"Ex Temasek, ex CICC",,,,,,,,,,,,
,Beijing,Vice President,Shaobin Liu,RMB fund,,,,,,,,,,,,,
,Beijing,Analyst,Mark Li,RMB fund,,,,,,,,,,,,,
,Beijing ,Analyst,Claire Wang,RMB fund,Ex CICC,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Gaocheng Capital,Beijing,Partner,Jing Hong,,,,,,,,,,,,,,
,Beijing,Managing Director,Demos Guo,,,,,,,,,,,,,,
,Beijing,Principal,Matt Xu,,,,,,,,,,,,,,
,Beijing,Principal,Ethan Chen,,,,,,,,,,,,,,
,Beijing,Vice President,Stanley Yang,,,,,,,,,,,,,,
,Beijing,Vice President,Wenjie Xu,,Ex CICC,,,,,,,,,,,,
,Beijing,Senior Associate,Ruixin Su,,,,,,,,,,,,,,
,Beijing,Associate,Qi Shao,,,,,,,,,,,,,,
,Beijing,Senior Associate,Jason Chen,,,,,,,,,,,,,,
,Beijing,Analyst,Ollie Lao,,Ex BAI,,,,,,,,,,,,
,Beijing,Analyst,Haoyu Zhao,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
GIC ,Beijing,"Senior Vice President, China Direct Investment Head",Sharon Sun,,"Ex IFC, with GIC for 4 yrs",,,,,,,,,,,,
,Singapore,Senior Vice President,Chin Kiong Goh,Healthcare,Co-head Asia fund investments; 20% on China healthcare advisor,,,,,,,,,,,,
,Shanghai,Senior Vice President,Jeff Gu,Consumer,Ex McKinsey,,,,,,,,,,,,
,Beijing,Senior Vice President,Guobin Zhang,FoF,transferred from SGP,,,,,,,,,,,,
,Beijing,Senior Vice President,Korwin Chiu,Healthcare and Industrials; covers chemical in the US,"Joined in 2012, transferred from SG office, strategy team in 7/15. Ex BOAML US. US/TW",,,,,,,,,,,,
,Beijing,Senior Vice President,Sabrina Zhu,FoF,Ex JPM,,,,,,,,,,,,
,Beijing,Vice President,Ning Yao,"Software, industrials, tech, logistics, EV, battery",Rejoind in 2016,,,,,,,,,,,,
,Beijing,Vice President,Michael Wang,Semi ,"Ex GIC SG office, relocate to BJ in 1/18",,,,,,,,,,,,
,Beijing,Vice President,Sherry Song,,Ex MS,,,,,,,,,,,,
,Beijing,Vice President,George Li,TIG,Ex MS,,,,,,,,,,,,
,Beijing,Vice President,Menglu Yu,TIG,Ex MS,,,,,,,,,,,,
,Beijing ,Associate,Henry Hu,TIG,Ex JPM,,,,,,,,,,,,
,Beijing,Assistant Vice President,Jasmine Tang,,Ex JPM,,,,,,,,,,,,
,Beijing,Assistant Vice President,Harold Chen,,Ex MS,,,,,,,,,,,,
,Beijing,Associate,Emma Tang,,Ex JPM,,,,,,,,,,,,
,Beijing,Associate,Michelle Ke,FoF,Ex MS,,,,,,,,,,,,
,Beijing ,Associate,Huiwen Li,,"joined Sep 2021, Ex Morgan Stanley",,,,,,,,,,,,
,Beijing,Associate,Gary Song,,"joined in 2021, ex BCG",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
General Atlantic Partners,Hong Kong,Managing Director,Eric Zhang,Head of China,,,,,,,,,,,,,
,Hong Kong,Managing Director,Lefei Sun,Healthcare,,,,,,,,,,,,,
,Beijing,Principal,Oscar Fan,Consumer,,,,,,,,,,,,,
,Beijing,Principal,Roger Gao,TMT ,"Ex GSGH, joined in Mar 2012",,,,,,,,,,,,
,Beijing,Vice President,Rachel Ruixi Chen,Consumer,"Ex Primavera, joined in 2013",,,,,,,,,,,,
,Beijing,Vice President,Simon Liu,TMT ,"Ex Citi, joined in 2012",,,,,,,,,,,,
,Hong Kong,Vice President,Yumeng Wang,Healthcare,Ex HSBC equity research ,,,,,,,,,,,,
,Beijing,Vice President,Zoe Shi,,Ex Temasek. ,,,,,,,,,,,,
,Shanghai,Vice President,Xiayun Chen,Consumer,Ex Cathay.,,,,,,,,,,,,
,Beijing,Senior Associate,Steven Wang,,Ex Temasek. ,,,,,,,,,,,,
 ,Shanghai,Associate,Brian Zhang,HC,,,,,,,,,,,,,
,Shanghai,Associate,Michael Huang,,Ex Citi. ,,,,,,,,,,,,
,Shanghai ,Associate,Tina Hu,,Joined in 19,,,,,,,,,,,,
,Beijing ,Associate,Shiwei Fang,Healthcare,"Joined in 21, ex IQVIA",,,,,,,,,,,,
,Beijing ,Associate,Zihan Li,,Joined in 19,,,,,,,,,,,,
,Beijing,Associate,Yue Zhang,,"Joined in 21, ex Warburg Pincus",,,,,,,,,,,,
,Beijing,Associate,Richard Zhang,Left for DST,Joined in 18.  Fresh grad from Peking U,,,,,,,,,,,,
,Beijing,Associate,Stella Chai,Left for Tiger,Ex JPM.  ,,,,,,,,,,,,
,Shanghai ,Analyst,Cecelia Chen,,"Joined in 21, ex Temasek",,,,,,,,,,,,
,Shanghai ,Analyst,Nick Zhou,,"Joined in 21, ex JPM",,,,,,,,,,,,
,Beijing ,Analyst,Patrick liu ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
GS PIA,Hong Kong,Partner ,Stephanie Hui,,,,,,,,,,,,,,
,Beijing,Managing Director,Tim Li,,,,,,,,,,,,,,
,Beijing,Partner ,Sean Fan,,,,,,,,,,,,,,
,Hong Kong,Partner,Michael Hui,RE,,,,,,,,,,,,,
,Shanghai ,Managing Director,Richard Zhu,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Kevin Xu,,"Ex GSSH, FIG",,,,,,,,,,,,
,Hong Kong,Managing Director,Xinyi Feng,,Ex MS,,,,,,,,,,,,
,Shanghai ,Managing Director,Daniel Huang,RE,,,,,,,,,,,,,
,Beijing,Managing Director,Shirley Wei Shi,,Ex Actis,,,,,,,,,,,,
,Hong Kong,Managing Director,Song Lu,,Ex Temasek,,,,,,,,,,,,
,Beijing,Executive Director,Colin Cao,,Ex KKR. Tsinghua,,,,,,,,,,,,
,Hong Kong,Executive Director,Kevin Ding,,Prmotoed to ED in 2021,,,,,,,,,,,,
,Hong Kong,Executive Director,Troy Zhang,,Promoted to ED in 2021. Ex BAML,,,,,,,,,,,,
,Hong Kong,Executive Director,Brian Ip,,,,1.625,,,,,,,,,,
,Hong Kong,Associate,Albert Liu,,Ex Baring.,,,,,,,,,,,,
,Hong Kong,Associate,Bowen Han,,Ex GA,,,,,,,,,,,,
,Beijing,Associate,Sean Yang ,,Ex KKR. Tsinghua,,,,,,,,,,,,
,Beijing,Senior Associate,Elaine Yining Wang,,Ex Citi,,,,,,,,,,,,
,Beijing,Analyst,Coco Zhang,,Ex Citi,,,,,,,,,,,,
,Beijing,Analyst,Ziqiao Wang,,Ex GS,,,,,,,,,,,,
,Beijing,Analyst,Michael Ma,,,,,,,,,,,,,,
,Hong Kong,Associate,Allen Yu ,,Joined in 02/18. Ex Silverlake. Left GSPIA for Coatue,,,,,,,,,,,,
,Hong Kong,Executive Director,Jacob Zhong,,Ex BAML,,,,,,,,,,,,
,Shanghai ,Analyst,Jiawei Gao,,Ex CVC,,,,,,,,,,,,
,Hong Kong,Analyst,Bella Chan,,Ex GS IBD,,,,,,,,,,,,
,Hong Kong,Associate,Crystal Meng,,"Joined 18, ex BAML",,,,,,,,,,,,
,Shanghai ,Associate,Emma Li,"PE, 97153430",Moved to Genesis,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
GS SSG,Hong Kong,Managing Director,David Chou,CHINA,,,,,,,,,,,,,
,Hong Kong,Managing Director,Ass,CHINA,,,,,,,,,,,,,
,Hong Kong,Managing Director,Dennis Chang,CHINA,Went to Vision Fund,,,,,,,,,,,,
,Hong Kong,Executive Director,Greg Zuo,CHINA,CFO at 金锐教育,,,,,,,,,,,,
,Beijing,Executive Director,Buzhi Wang,NPL,,,,,,,,,,,,,
,Beijing,Executive Director,Jing Li,Executive Director,,,,,,,,,,,,,
,Beijing,Executive Director,Borah Wang,NPL,,,,,,,,,,,,,
,Hong Kong,Executive Director,Cecilia Chen,PE,,,,,,,,,,,,,
,Hong Kong,Executive Director,Daniel Huang,RE,,,,,,,,,,,,,
,Hong Kong,Executive Director,Wentao Wang,,yunfeng,,,,,,,,,,,,
,Hong Kong,Associate,Tian Ren,RE,,,,,,,,,,,,,
,Hong Kong,Senior Associate,Will Zeng,"PE, 65021662",Ex GS IP,,,,,,,,,,,,
,Shanghai,Associate,Ivy Qian,RE,To join in August 2021,,,,,,,,,,,,
,Beijing,Associate,Mijia Ma,NPL and PE,joined MS Credit Trading,,,,,,,,,,,,
,Hong Kong,Associate,Serena Shen,RE,"Joined in 18, Ex JPM",,,,,,,,,,,,
